0,1,2,3,4,5
-0.03440329996808709,-0.07039412034884296,-0.053232918759542676,0.2121266077405635,-0.032016781779419516,-0.02576494270137384
-0.02650722697960355,0.007697059577025416,-0.024493219255540273,-0.025141171271229598,0.0005717959358674843,-0.016551978681559457
-0.04125948993562615,0.03046924819625278,-0.061109907020723685,0.010297064513312077,0.007839656737874266,0.004946754405522669
0.002380464448711886,0.0014634434254003031,-0.020901894972073273,-0.007903388577562257,0.011186180602610422,-0.0024875516281866413
-0.015513778799542001,0.1417671533641746,-0.008207696064704069,0.129410977932931,0.029358435742222036,0.06502264008098262
-0.03500696646183772,0.0800854510913097,-0.017682961279774333,-0.009535637366548135,0.024680981576081357,0.019331471133180525
-0.037598324523091524,0.14808826319018498,-0.09658554424612545,0.04476854047937136,-0.00533140834496391,0.021208001564477608
-0.005841754506601694,0.03826350563269211,-0.05829453685810843,0.040521954008609105,0.0298915847401133,0.02359651555603302
0.036841196648444006,-0.02536439624102265,0.07692641060734719,0.02511397583377805,-0.016027150771089117,-0.01108385480380471
0.05916328105004874,0.03497689943506827,-0.010011444533510458,0.06403250047670885,-0.0075022210898360924,-0.03834214813209004
0.005399620588626218,0.008078604943377546,-0.031303336034002996,-0.05880395906127071,-0.005629389426298934,-0.001771490757717981
-0.07731772384408311,0.003215524237728621,0.016434890735479928,-0.024513532304101946,-0.013608891297713512,-0.05384759899849688
-0.01896845802410139,0.0007450271254994885,-0.0003749616444115795,-0.06338718703814963,0.022843171612366635,-0.008012276475450709
0.10017739284062148,0.012548714954482487,0.011229938608996237,-0.13770887233822843,-0.03183427120823958,-0.008329052644793231
-0.03067824166714109,0.0018464268007899356,-0.0644683629554308,-0.02726086133262035,0.0015271129791955523,0.019266020584679258
-0.017508653542155382,0.01765130001042939,-0.10236157179740168,-0.04441818131963017,-0.015162922990457583,0.006581136262356548
0.013538457326610884,0.03049616494840631,-0.04886925308776778,-0.00510420719150921,-0.0007625930481582028,-0.005573639764606571
0.016311253972423882,-0.001909739283255126,-0.00039098137785122794,-0.06134636085642002,0.01140521660529856,0.005481251062572377
0.008042026599260373,0.004582209404144284,-0.012187061153051229,-0.0019595551094572,0.02884106302942693,-0.005867605070674961
-0.0042207077435024954,-0.005002678321989466,0.002151606690590309,-0.04179758200626551,0.008710519050787645,-0.02350999597416957
0.013318805413254718,-0.03351974595389013,0.06786235651765729,-0.02123643834186989,-0.013053342811945454,-0.02035977358989027
0.005613292848907298,-0.016745988212608514,0.03788158906935913,-0.031563180611830034,-0.010595866366772233,0.000327568805394361
-0.08537541020038437,0.018644524450153646,0.009126457735637314,-0.12540591245441812,0.02694807038876709,0.011798650403157265
-0.07881566139189786,0.0026229334651384608,-0.021577514083571905,-0.1374568308924324,0.02029903699910077,0.021703481711878015
-0.03895290982179179,0.015181153530716673,-0.02801910772747429,-0.09389903613856122,0.007008746890716262,0.00739674788033005
-0.06721152922473991,0.02301871620924177,0.018613633166761342,-0.09267951375831804,0.01665612800595164,0.009902223807388227
-0.07098382623361348,0.012418959485020678,0.01853774625786423,-0.08122878327879647,0.019007751029095434,0.017054950167032092
-0.07785561652697401,0.010414412284665647,0.052020541182314965,-0.05820976154652674,0.032454131681335166,0.014899180383782289
-0.05493726614669767,0.017076576295768836,0.05362915747255213,-0.07319210183327637,0.04348168307347082,0.008065182812555138
-0.06732748703741183,0.008962256989688534,0.04614332992303535,-0.10726280664389917,0.045504696948290575,0.009990683318024416
-0.08424485135453906,0.010441262262226813,0.036560718099333214,-0.10251548037880459,0.03723991686684463,0.02249120493457166
-0.08832529585509898,0.015632813713756372,0.0439645080165018,-0.09918527890836613,0.036895495320542225,0.02722240700198061
-0.08624859068125021,0.010521648168955386,0.0357036001635765,-0.11557777208744487,0.02778197641164212,0.029343079630221026
-0.07710343781239958,0.011454064348162107,0.011417219189205187,-0.1082328638287987,0.029933906977396105,0.018666661968939346
-0.07717003033872417,0.0007110969239296969,-0.0071827260658924,-0.12981630299735666,0.0151916769288324,0.024540340721693435
-0.07189057609482447,0.006106087036187179,-0.004355963922477612,-0.11162542472082114,0.032526469159778304,0.014987947435436005
-0.06495482041205916,0.019081147709356365,-0.01903949729624552,-0.11510570024307115,0.015012770773239429,0.024867799213812977
-0.03635890277098534,0.03009378211444307,-0.0499834966108293,-0.12144620307435937,-0.0015294684706094739,0.02435592708387823
0.00385566999677208,0.037361172887160635,-0.08588775561724132,-0.11526695981277274,-0.013148404179321848,0.03292910996932175
0.029763517772199388,0.03645494873721096,-0.09085688563440611,-0.12583307994023643,-0.014714127806450204,0.033446113334032024
0.08542848480819357,0.03519100599138495,-0.12262564361353866,-0.10274565872343365,-0.022362992779500098,0.04148230813120661
0.10815901894903236,0.042294428296170666,-0.14553022395410325,-0.08260135238484237,-0.025049824904209362,0.04706155938349365
0.14555414791067897,0.041982970710188625,-0.15570823096729466,-0.05207942482191791,-0.031050711566291765,0.03884165792193027
0.13770469700935709,0.044284713228768216,-0.1502922194110869,-0.039966792557281715,-0.03140152917677315,0.024445795647886102
0.12435168581610007,0.03970128795319848,-0.14680502120125544,-0.01526511693104235,-0.025657035651784742,0.020440157761291277
-0.10187739866583688,0.0237749420723069,0.08758949021125076,-0.10857370937232372,0.0365672335011266,0.01907156030459054
0.10643237643114496,0.044865879709339966,-0.13807960950656475,-0.018124712340405337,-0.023539518387652295,0.027974351718375805
-0.07219337049049226,0.011685038098160717,-0.014904816134300251,-0.10440283533551839,0.007910902232877978,0.017321827272330143
-0.08304809712387641,0.0021403235172441823,0.0025206349057953943,-0.08684716573943338,0.014834399065924894,0.018371598751989494
-0.07831036123336661,0.013911761778151626,0.022724047755402203,-0.09800215239900428,0.017516643036362092,0.02434715643159065
-0.08316577014726605,0.02355708524116744,0.03073439014957088,-0.10586190891231459,0.02500966315530365,0.012843819706555517
-0.08959077372423625,0.017576124153881757,0.019211081777176685,-0.10424236731463818,0.03195730786986249,0.008266852635653507
-0.0643239230682602,0.009679781039524351,-0.012027987962685999,-0.09495803289589212,0.02145657292833909,0.011806792940277
-0.014003434930434112,0.01029240719579519,0.04253348232263035,0.03283083738188477,0.01595904003836808,0.017457216655071144
0.008373675807352165,0.015270810735706006,0.028114138041875493,0.035789844014740654,-0.005893016587803081,0.008391811372443119
0.024662308629402795,0.01355509964028848,0.029755651369431996,0.02381260028765674,0.0011865276923415879,0.006029820392672776
-0.014663164488038125,-0.039915555620978864,-0.02507810723682581,-0.009859667956355843,0.0018839576133941607,0.002318008568654721
-0.06126357192334329,0.0018275651328330876,0.046778910787980396,-0.06176959432801533,0.006622899185410817,0.019762600868983477
0.00848037956521572,-0.028887022087921873,0.020995041070171735,-0.006862786593120715,-0.0030899582473697417,0.008378124553602597
-0.008275790406224347,0.024133395019037295,0.10005971991774615,-0.02607028379045856,-0.006404952861902783,-9.785306160843129e-05
0.036236447206027686,-0.010789166804694036,-0.055859039435325095,-0.029842104738567937,-0.00045996556609124154,-0.012602624377084991
0.032933249453562755,0.034208647092095756,0.07088557223794738,-0.04157677191078186,-0.00999453415630912,0.014290579240715376
-0.06607013562336587,0.041489596227319854,0.013025406586554931,-0.0036634310294011755,0.019009098882049196,-0.010624093801655172
-0.01843175774287014,-0.022370270944812587,-0.016383542749234467,-0.006345783774822237,0.002456805233223368,-0.006171094748929015
0.025019776568027965,-0.039946355524058265,0.025652089457678533,-0.08218097702379397,-0.01434062414024488,0.008791110419124587
0.004088131632853236,-0.038227179792613766,-0.01852584770218539,-0.06539815044665842,-0.004663214093495603,0.013449020553218814
0.03450832768903548,-0.04943985677316959,0.04213408489490824,-0.02906311879128349,-0.02187439069201912,-0.01574922203169759
0.06974383946028169,0.019139329579674437,-0.03466298099542673,-0.04556149830018906,-0.015082234214525763,-0.0006141034358670561
0.036184358195329475,0.039737119012502285,0.05197066307670766,-0.05488518044094166,-0.019538282285929274,-0.0009529008664664035
-0.0082824108381713,0.031732040021433795,0.013194096075488949,-0.06376605946032335,0.006468516215367259,-0.010591242295512147
0.022128543822003566,0.04660657977819736,0.038365184054897986,-0.07329088826313908,-0.01465122536162178,-0.014347432434257333
0.0211688536200262,0.03372663710087503,0.016948240620724364,-0.07751548262259211,-0.009458504489376865,-0.015882041563705145
0.06460033631765366,0.013343011923548719,0.028682484243043205,-0.09153808965589996,-0.048630782707639694,-0.025504584650299107
0.047132168151848,0.024053523537238778,0.019147122569511,-0.06133257014127863,-0.025132993832329344,-0.019402605336094836
0.051317847288500584,0.050888653708600635,0.04394069473350632,-0.07107893658554314,-0.028817180819563762,-0.016082433781807265
0.027670857376892743,0.0544734407743184,0.05649146179243282,-0.07576386213862517,-0.026285548780631274,-0.0016668543914020225
0.015571784381862238,0.033860613787147886,0.027794202434361624,-0.08204237447050304,-0.012698936356751695,0.004767629544040778
